char,division,code,quick_simp,quick_trad,region,details
𢉬,广覀土,UDHv,,,CJK-B,
𢉭,广䒑豕,UUDs,,,CJK-B,
𢉮,广其乚,UDXi,,,CJK-B,
𢉯,广七貝,UAMb,,,CJK-B,
𢉰,广口口土,ULLH,,,CJK-B,
𢉱,广龷田,USJt,,,CJK-B,
𢉲,广八言,UTUa,,,CJK-B,
𢉳,广艹口,USSL,,,CJK-B,广艹{右頭}口
𢉴,广日一龰,UJFN,,,CJK-B,
𢉵,广山山山,UJJJ,,,CJK-B,
𢉶,广亻寸大,UEAG,,,CJK-B,
𢉷,广丷酉,UUGo,,,CJK-B,
𢉸,广忄火,UYSU,,,CJK-B,广忄{右頭}火
𢉹,广宀又木,UOBF,,,CJK-B,广宀{マ同又}木
𢉺,且,IMql,,,CJK-B,{鹿上同鹿}且
𢉻,力口,IXLv,,,CJK-B,{鹿上同鹿}力口
𢉼,广彐人月,UXTW,,,CJK-B,
𢉽,广木古,UFDg,,,CJK-B,
𢉾,广山幺幺,UJCC,,,CJK-B,
𢉿,广馬,USmu,,,CJK-B,
𢊀,广虎,UEMh,,,CJK-B,广{𠂆同斤}虎
𢊁,灬,IWUh,,,CJK-B,{鹿上同鹿}{⼓同月}灬
𢊂,广龶囗口,UHNL,,,CJK-B,
𢊃,广大人土,UGTH,,,CJK-B,
𢊄,广隹又,UWBu,,,CJK-B,
𢊅,广𠂤辶,UYPo,,,CJK-B,
𢊆,广禾禾,URRh,,,CJK-B,
𢊇,亠𧘇,IOWy,,,CJK-B,{鹿上同鹿}亠𧘇
𢊈,广宀八夕,UOTR,,,CJK-B,
𢊉,广壬囗口,UENL,,,CJK-B,
𢊊,广大丷电,UGUK,,,CJK-B,
𢊋,广八夂,USTE,,,CJK-B,广{冓上同艹}八夂
𢊌,广二二月,USSW,,,CJK-B,
𢊍,广一口寸,UFLA,,,CJK-B,
𢊎,广非人,ULTe,,,CJK-B,
𢊏,广丰刀手,UDBT,,,CJK-B,
𢊐,广虍人,UEMT,,,CJK-B,广{𠂆同斤}{虎头同虎}人
𢊑,广龷丿用,USQT,,,CJK-B,
𢊒,广亻木灬,UEFU,,,CJK-B,
𢊓,广小小日,UMMJ,,,CJK-B,
𢊔,广冖冂豕,UYKD,,,CJK-B,
𢊕,广夂心,UREY,,,CJK-B,广{囟框同向}夂心
𢊖,广氵冖木,UIYF,,,CJK-B,
𢊗,广艹日大,USJG,,,CJK-B,
𢊘,广匚矢殳,UGQQ,,,CJK-B,
𢊙,广儿二口,UQSL,,,CJK-B,
𢊚,广彳止龰,URNN,,,CJK-B,
𢊛,广山隹,UJWi,,,CJK-B,
𢊜,广弓長,UVHa,,,CJK-B,
𢊝,广屮火火,UXUU,,,CJK-B,广{屮同凵}火火
𢊞,广羽人山,UXTJ,,,CJK-B,
𢊟,广貝,UBMb,,,CJK-B,广{眉上同尸}貝
𢊠,广木木口,UFFL,,,CJK-B,
𢊡,广不見,UDMx,,,CJK-B,
𢊢,广木木,UFFA,,,CJK-B,广木木{于下}
𢊣,广覀示,UDHs,,,CJK-B,
𢊤,广罒二丶,UMSO,,,CJK-B,
𢊥,广尚巾,UNMj,,,CJK-B,
𢊦,广八人欠,UTTE,,,CJK-B,
𢊧,广魚,UTyu,,,CJK-B,
𢊨,广女又糸,UCBB,,,CJK-B,
𢊩,广厶罒匕,UVMR,,,CJK-B,
𢊪,广彐人米,UXTP,,,CJK-B,
𢊫,广土立口,UHIL,,,CJK-B,
𢊬,广囗口示,UNLH,,,CJK-B,
𢊭,广丷夫𧘇,UUGW,,,CJK-B,
𢊮,广口上貝,ULKM,,,CJK-B,
𢊯,广爪,UEYw,,,CJK-B,广爪{爲下}
𢊰,广龷月夂,USWE,,,CJK-B,
𢊱,广十卄貝,UDSM,,,CJK-B,
𢊲,广木木木,UFFF,,,CJK-B,
𢊳,广止匕口,UNRL,,,CJK-B,
𢊴,广合口口,UYLL,,,CJK-B,
𢊵,广白田十,UEJD,,,CJK-B,
𢊶,麻月,PWva,,,CJK-B,
𢊷,广𡗗貝,UGMb,,,CJK-B,
𢊸,广囗〢禾,UNNR,,,CJK-B,
𢊹,广厶大貝,UVGM,,,CJK-B,
𢊺,广丌匚田,UAGJ,,,CJK-B,
𢊻,广臼人小,URTM,,,CJK-B,
𢊼,广彡貝,UTDM,,,CJK-B,广彡{丆同石}貝
𢊽,广火火火,UUUU,,,CJK-B,
𢊾,广亻寸貝,UEAM,,,CJK-B,
𢊿,广人人夂,UTTE,,,CJK-B,
𢋀,广止匕言,UNRU,,,CJK-B,
𢋁,广卜日殳,UMJQ,,,CJK-B,
𢋂,广日耂日,UJHJ,,,CJK-B,
𢋃,广亠囗一,UONF,,,CJK-B,
𢋄,广隹,UWKg,,,CJK-B,广隹{雋下同冂}
𢋅,广人一欠,UTFE,,,CJK-B,
𢋆,广立日欠,UIJE,,,CJK-B,
𢋇,广罒土十,UMHD,,,CJK-B,
𢋈,广鱼禾,UQRh,,,CJK-B,
𢋉,广禾冖女,URYC,,,CJK-B,
𢋊,广亠隹,UOVW,,,CJK-B,广亠{纟上同纟}隹
𢋋,广一几,URFQ,,,CJK-B,广{微上}一几
𢋌,广人人夂,UTTE,,,CJK-B,
𢋍,广龷八貝,USTM,,,CJK-B,
𢋎,广木木示,UFFH,,,CJK-B,
𢋏,广面木,UGFv,,,CJK-B,
𢋐,广人二貝,UTSM,,,CJK-B,
𢋑,广卅ヰ,UQSA,,,CJK-B,广{丿一同竹}卅ヰ
𢋒,广艹隹又,USWB,,,CJK-B,
𢋓,广卄一土,USFH,,,CJK-B,
𢋔,广大匚口,UGGL,,,CJK-B,
𢋕,广䒑囗示,UUNH,,,CJK-B,
𢋖,广彐丿辛,UXQO,,,CJK-B,
𢋗,广亻隹火,UEWU,,,CJK-B,
𢋘,广糹隹,UBWi,,,CJK-B,
𢋙,麻虫,PKva,,,CJK-B,
𢋚,麻冖月,PYWv,,,CJK-B,
𢋛,广自田丌,UTJA,,,CJK-B,
𢋜,广十虫,UWDK,,,CJK-B,广{卑上同鬼}十虫
𢋝,广鬼木,UWFv,,,CJK-B,
𢋞,广人丶貝,UTOM,,,CJK-B,
𢋟,广彐〢禾,UXNR,,,CJK-B,
𢋠,亠丷冖丶,OUYO,,,CJK-B,
𢋡,广魚日,UTJv,,,CJK-B,
𢋢,广來一口,UDFL,,,CJK-B,
𢋣,广月夂,UDWE,,,CJK-B,广{丆同石}月夂
𢋤,广木木夂,UFFE,,,CJK-B,
𢋥,广亻匕鳥,UERR,,,CJK-B,
𢋦,广土人人,UHTT,,,CJK-B,
𢋧,广石石石,UDDD,,,CJK-B,
𢋨,广黑土,UNHv,,,CJK-B,
𢋩,广亻隹瓦,UEWA,,,CJK-B,
𢋪,八臼乂,ITRW,,,CJK-B,{鹿上同鹿}八臼乂
𢋫,广羽人貝,UXTM,,,CJK-B,
𢋬,广木山隹,UFJW,,,CJK-B,
𢋭,广艹禺厶,USKV,,,CJK-B,
𢋮,广木木夂,UFFE,,,CJK-B,
𢋯,广禾彐彐,URXX,,,CJK-B,
𢋰,广卌木,UQSF,,,CJK-B,广{丿一同竹}卌木
𢋱,屮凵灬,XXIU,,,CJK-B,{屮同凵}凵{鹿上同鹿}灬
𢋲,麻宀工八,POFT,,,CJK-B,
𢋳,广卄一十,USFD,,,CJK-B,
𢋴,卄一儿丶,SFQO,,,CJK-B,
𢋵,艹囗禾,ISNR,,,CJK-B,{鹿上同鹿}艹囗禾
𢋶,广尸口子,UBLB,,,CJK-B,
𢋷,广木口貝,UFLM,,,CJK-B,
𢋸,广丬匕八,UURT,,,CJK-B,
𢋹,广止止木,UNNF,,,CJK-B,
𢋺,𠂭凵又,IWXB,,,CJK-B,{鹿上同鹿}{𠂭同乂}凵又
𢋻,广僉夂,UREh,,,CJK-B,
𢋼,广虍一戈,UMFG,,,CJK-B,广{虎头同虎}一戈
𢋽,广虍田阝,UMJC,,,CJK-B,广{虎头同虎}田阝
𢋾,广土人口,UHTL,,,CJK-B,
𢋿,广亠丷示,UOUH,,,CJK-B,
𢌀,广土䒑𧘇,UHUW,,,CJK-B,
𢌁,麻非一,PLFi,,,CJK-B,
𢌂,广日夂,UJDE,,,CJK-B,广日{丆同石}夂
𢌃,广僉欠,UREi,,,CJK-B,
𢌄,广目目隹,UMMW,,,CJK-B,
𢌅,广黑土阝,UNHC,,,CJK-B,
𢌆,广日十虫,UJDK,,,CJK-B,
𢌇,丂灬厶,ISUV,,,CJK-B,{鹿上同鹿}丂灬厶
𢌈,广文凵隹,UPXW,,,CJK-B,
𢌉,广一臼夂,UFRE,,,CJK-B,
𢌊,广龷由卄,USKS,,,CJK-B,
𢌋,广大卄木,UGSF,,,CJK-B,
𢌌,王卄广八,GSUT,,,CJK-B,
𢌍,广䒑彐八,UUXT,,,CJK-B,
𢌎,广艹𠂤子,USYB,,,CJK-B,
𢌏,广尚巴隹,UNCW,,,CJK-B,
𢌐,广木口一,UFLF,,,CJK-B,
𢌑,麻非木,PLFv,,,CJK-B,
𢌒,广一冂鹿,UFKI,,,CJK-B,
𢌓,广亠口巴,UOLC,,,CJK-B,
𢌔,广雨口人,UDLT,,,CJK-B,
𢌕,广言糹丱,UUBX,,,CJK-B,广言糹{丱同凵}
𢌖,广工耳心,UFAY,,,CJK-B,
𢌗,十廴,DXnh,,,CJK-B,
𢌘,彡廴,TXni,,,CJK-B,
𢌙,千廴,WXnq,,,CJK-B,
𢌚,山廴,JXns,,,CJK-B,
𢌛,一止廴,FNXn,,,CJK-B,
𢌜,龵廴,TXnu,,,CJK-B,
𢌝,人彡廴,TTXn,,,CJK-B,
𢌞,冂巳廴,KXXn,,,CJK-B,
𢌟,羽廴,XXnu,,,CJK-B,
𢌠,甫廴,FXnu,,,CJK-B,
𢌡,冂丷口廴,KULX,,,CJK-B,
𢌢,夂丰廴,EDXn,,,CJK-B,
𢌣,亻廴,EQMX,,,CJK-B,亻{丿一同竹}{乍下同卜}廴
𢌤,乙彐丶,VXAO,,,CJK-B,乙彐キ丶
𢌥,口王廴,LGXn,,,CJK-B,
𢌦,壬夂廴,EEXn,,,CJK-B,
𢌧,止日廴,NJXn,,,CJK-B,
𢌨,止目廴,NMXn,,,CJK-B,
𢌩,覀土廴,DHXn,,,CJK-B,
𢌪,日一止廴,JFNX,,,CJK-B,
𢌫,一止目廴,FNMX,,,CJK-B,
𢌬,八一,TFib,,,CJK-B,
𢌭,卄丶,SOd,,,CJK-B,
𢌮,亠卄,OSv,,,CJK-B,
𢌯,人卄,TSve,,,CJK-B,
𢌰,卄乂一,SWFi,,,CJK-B,
𢌱,丂一卄,SFSv,,,CJK-B,
𢌲,山卄,JSvs,,,CJK-B,
𢌳,月卄,WSv,,,CJK-B,
𢌴,巳巳卄,XXSv,,,CJK-B,
𢌵,戈卄,GSvg,,,CJK-B,
𢌶,木卄,FSv,,,CJK-B,
𢌷,冂人卄,KTSv,,,CJK-B,
𢌸,亠八卄,OTSv,,,CJK-B,
𢌹,厶厶卄,VVSv,,,CJK-B,
𢌺,冂人卄,KTSv,,,CJK-B,
𢌻,土八卄,HTSv,,,CJK-B,
𢌼,乙水卄,VKSv,,,CJK-B,
𢌽,卅卅,SSv,,,CJK-B,
𢌾,大丷卄,GUSv,,,CJK-B,
𢌿,田卄,JSvt,,,CJK-B,
𢍀,尸コ卄,BBSv,,,CJK-B,尸{コ同又}卄
𢍁,由卄,KSvo,,,CJK-B,
𢍂,自卄,TSvk,,,CJK-B,
𢍃,夭十卄,EDSv,,,CJK-B,
𢍄,乂卄,RWSv,,,CJK-B,{囟框同向}乂卄
𢍅,冖冂人卄,YKTS,,,CJK-B,
𢍆,丰刀卄,DBSv,,,CJK-B,
𢍇,土巳卄,HXSv,,,CJK-B,
𢍈,歹匕卄,DRSv,,,CJK-B,
𢍉,土卄,RHSv,,,CJK-B,{向框同向}土卄
𢍊,丷夫卄,UGSv,,,CJK-B,
𢍋,丷日卄,UJSv,,,CJK-B,
𢍌,卄乂一卄,SWFS,,,CJK-B,
𢍍,丶卄,RTOS,,,CJK-B,{囟框同向}{两撇同彡}丶卄
𢍎,口卄,WLSv,,,CJK-B,⺧口卄
𢍏,丿米卄,QPSv,,,CJK-B,
𢍐,一卄,FJSv,,,CJK-B,一{亞中}卄
𢍑,亻白卄,EESv,,,CJK-B,
𢍒,丿丨卄,QTNS,,,CJK-B,丿{两撇同彡}丨卄
𢍓,亠目卄,OMSv,,,CJK-B,
𢍔,冖八日卄,YTJS,,,CJK-B,
𢍕,丷夫乙卄,UGVS,,,CJK-B,
𢍖,一由卄,TFKS,,,CJK-B,{介下同八}一由卄
𢍗,歹夂卄,DESv,,,CJK-B,
𢍘,丿囗二卄,QNSS,,,CJK-B,
𢍙,乂乂卄,RWWS,,,CJK-B,{囟框同向}乂乂卄
𢍚,十冖田卄,DYJS,,,CJK-B,
𢍛,未夂卄,HESv,,,CJK-B,
𢍜,丷酉卄,UGSv,,,CJK-B,
𢍝,豕卄,BDSv,,,CJK-B,{互中同母}豕卄
𢍞,二厶田卄,SVJS,,,CJK-B,
𢍟,彐工口卄,XFLS,,,CJK-B,
𢍠,土土九卄,HHYS,,,CJK-B,
𢍡,氵合卄,IYSv,,,CJK-B,
𢍢,丿米卄,RQPS,,,CJK-B,{向框同向}丿米卄
𢍣,龶糸卄,HBSv,,,CJK-B,
𢍤,大丷电卄,GUKS,,,CJK-B,
𢍥,䒑屮月卄,UXWS,,,CJK-B,䒑{屮同凵}月卄
𢍦,一人人卄,FTTS,,,CJK-B,
𢍧,罒亠𧘇卄,MOWS,,,CJK-B,
𢍨,米土厶卄,PHVS,,,CJK-B,
𢍩,人人囗卄,TTNS,,,CJK-B,
𢍪,月一口卄,WFLS,,,CJK-B,
𢍫,木尸尸卄,FBBS,,,CJK-B,
𢍬,口凵口卄,LXLS,,,CJK-B,
𢍭,一厶卄,KFVS,,,CJK-B,{雋下同冂}一厶卄
𢍮,工人人卄,FTTS,,,CJK-B,
𢍯,臼冂一卄,RKFS,,,CJK-B,
𢍰,罒土䒑卄,MHUS,,,CJK-B,
𢍱,臼乂卄,RRWS,,,CJK-B,臼{囟框同向}乂卄
𢍲,臼酉卄,RGSv,,,CJK-B,
𢍳,目卄,DMDS,,,CJK-B,{丆同石}目{丆同石}卄
𢍴,匚丨口卄,GNLS,,,CJK-B,
𢍵,龶糸糸卄,HBBS,,,CJK-B,
𢍶,言糹糹卄,UBBS,,,CJK-B,
𢍷,止止厂卄,NNSS,,,CJK-B,
𢍸,魚艹卄,TSWS,,,CJK-B,魚艹{⼓同月}卄
𢍹,臼乂卄,RRWS,,,CJK-B,臼{囟框同向}乂卄
𢍺,七丶,AOdi,,,CJK-B,
𢍻,弋乚,GXiy,,,CJK-B,
𢍼,一弋,FGyi,,,CJK-B,
𢍽,尢弋,DGyo,,,CJK-B,
𢍾,弋一匕,GFRi,,,CJK-B,
𢍿,爿弋,XGyg,,,CJK-B,
𢎀,弋月,GWvy,,,CJK-B,
𢎁,一戈人乚,FGTX,,,CJK-B,
𢎂,弋人人,GTTe,,,CJK-B,
𢎃,弋日,GJvy,,,CJK-B,
𢎄,丁口弋,ALGy,,,CJK-B,
𢎅,弋口,GWLv,,,CJK-B,弋{⼓同月}口
𢎆,弋至,GHky,,,CJK-B,
𢎇,弋十手,GDTu,,,CJK-B,
𢎈,弋一目,GFMv,,,CJK-B,
𢎉,弋竹,GQvy,,,CJK-B,
𢎊,又木弋,BFGy,,,CJK-B,
𢎋,木口弋,FLGy,,,CJK-B,
𢎌,卄二亻弋,SSEG,,,CJK-B,
𢎍,冖彐弋工,YXGF,,,CJK-B,
𢎎,厶月弋工,VWGF,,,CJK-B,
𢎏,弋二一入,GSFR,,,CJK-B,
𢎐,丿弋二貝,QGSM,,,CJK-B,
𢎑,弋田龷八,GJST,,,CJK-B,
𢎒,丷日丷弋,UJUG,,,CJK-B,
𢎓,冖彐夂弋,YXEG,,,CJK-B,
𢎔,一戈止乚,FGNX,,,CJK-B,
𢎕,齒弋,MGyc,,,CJK-B,
𢎖,目目隹弋,MMWG,,,CJK-B,
𢎗,弓,Voƒƒ,,,CJK-B,
𢎘,乙乚,VXii,,,CJK-B,
𢎙,乙乚乙乚,VXVX,,,CJK-B,
𢎚,弓丶,VOdo,,,CJK-B,
𢎛,弓丶,VOdo,,,CJK-B,
𢎜,弓,Voƒƒ,,,CJK-B,
𢎝,彐乚,XXi,,,CJK-B,
𢎞,弓乚,VXio,,,CJK-B,
𢎟,弓丨,VNso,,,CJK-B,
𢎠,弓丨,VNso,,,CJK-B,
𢎡,弓乀,VOdo,,,CJK-B,
𢎢,弓人,VTeo,,,CJK-B,
𢎣,丿丨弓,QNVo,,,CJK-B,
𢎤,弓又,VBuo,,,CJK-B,
𢎥,弓二,VSro,,,CJK-B,
𢎦,人弓,TVoe,,,CJK-B,
𢎧,コ丿弓,BQVo,,,CJK-B,{コ同又}丿弓
𢎨,弓丨丿,VNQp,,,CJK-B,
𢎩,弓九,VYjo,,,CJK-B,
𢎪,弓几,VQjo,,,CJK-B,
𢎫,弓九丶,VYOd,,,CJK-B,
𢎬,弓八丶,VTOd,,,CJK-B,
𢎭,弓巾,VMjo,,,CJK-B,
𢎮,弓人一,VTFi,,,CJK-B,
𢎯,七丿弓,AQVo,,,CJK-B,
𢎰,弓二乚,VSXi,,,CJK-B,
𢎱,弓丨丿,VNQp,,,CJK-B,
𢎲,弓八一,VTFi,,,CJK-B,
𢎳,弓土,VHvo,,,CJK-B,
𢎴,弓大,VGdo,,,CJK-B,
𢎵,弓丨,VTNs,,,CJK-B,弓{介下同八}丨
𢎶,弓人一,VTFi,,,CJK-B,
𢎷,弓方,VOgo,,,CJK-B,
𢎸,弓二,VSBm,,,CJK-B,弓二{互中同母}
𢎹,弓乙大,VVGd,,,CJK-B,
𢎺,弓幺丨,VCNs,,,CJK-B,
𢎻,弓予,VCuo,,,CJK-B,
𢎼,弓十又,VDBu,,,CJK-B,
𢎽,弓乃丶,VVOd,,,CJK-B,
𢎾,弓一大,VFGd,,,CJK-B,
𢎿,弓夂,VEho,,,CJK-B,
𢏀,弓人又,VTBu,,,CJK-B,弓人{マ同又}
𢏁,弓一幺,VFCo,,,CJK-B,
𢏂,弓斤,VEjo,,,CJK-B,
𢏃,冖冖弓,YYVo,,,CJK-B,
𢏄,弓弓丨,VVNs,,,CJK-B,
𢏅,弓火,VUvo,,,CJK-B,
𢏆,弓古,VDgo,,,CJK-B,
𢏇,弓弓,VTVo,,,CJK-B,弓{介下同八}弓
𢏈,弓尸コ,VBBu,,,CJK-B,弓尸{コ同又}
𢏉,弓匚冖丶,VGYO,,,CJK-B,
𢏊,弓干丷,VHUh,,,CJK-B,
𢏋,弓宀匕,VORi,,,CJK-B,
𢏌,弓戊,VDwo,,,CJK-B,
𢏍,弓卜巳,VMXs,,,CJK-B,
𢏎,弓囗儿,VNQr,,,CJK-B,
𢏏,弓人小,VTMa,,,CJK-B,
𢏐,弓冖丿厶,VYQV,,,CJK-B,
𢏑,弓丷,VUAv,,,CJK-B,弓丷キ
𢏒,丿七弓,QAVT,,,CJK-B,丿七弓{两撇同彡}
𢏓,弓厶大,VVGd,,,CJK-B,
𢏔,日弓,WJVo,,,CJK-B,{⼓同月}日弓
𢏕,弓冂一口,VKFL,,,CJK-B,
𢏖,羽弓,XVou,,,CJK-B,
𢏗,一卄弓,FSVo,,,CJK-B,
𢏘,干弓干,HVHg,,,CJK-B,
𢏙,弓羊,VUgo,,,CJK-B,
𢏚,弓工工,VFFo,,,CJK-B,
𢏛,弓糸,VBvo,,,CJK-B,
𢏜,弓夕夕,VRRk,,,CJK-B,
𢏝,弓弓弓,VVVo,,,CJK-B,
𢏞,弓乙水一,VVKF,,,CJK-B,
𢏟,弓厶冂人,VVKT,,,CJK-B,
𢏠,弓氵工,VIFo,,,CJK-B,
𢏡,弓儿,VWQr,,,CJK-B,弓⺧儿
𢏢,冂龷弓,KSVo,,,CJK-B,
𢏣,弓冂龷,VKSv,,,CJK-B,
𢏤,弓厶八夂,VVTE,,,CJK-B,
𢏥,弓日干,VJHg,,,CJK-B,
𢏦,弓厶矢,VVQi,,,CJK-B,
𢏧,弓冖用,VYTn,,,CJK-B,
𢏨,扌斤弓,AEVo,,,CJK-B,
𢏩,乚弓囗丶,XVNO,,,CJK-B,
𢏪,扌夫弓,AGVo,,,CJK-B,
𢏫,弓山十又,VJDB,,,CJK-B,
𢏬,弓人人土,VTTH,,,CJK-B,
𢏭,弓亠厶,VOVQ,,,CJK-B,弓亠厶{荒下同儿}
𢏮,弓片爿一,VTXF,,,CJK-B,
𢏯,弓虎,VMho,,,CJK-B,
𢏰,弓冖彐乙,VYXV,,,CJK-B,
𢏱,弓臼儿,VRQr,,,CJK-B,
𢏲,弓一厶木,VFVF,,,CJK-B,
𢏳,弓䒑卄,VUSv,,,CJK-B,
𢏴,弓壬龷,VESv,,,CJK-B,
𢏵,弓一彐龰,VFXN,,,CJK-B,
𢏶,弓十且,VDMq,,,CJK-B,
𢏷,弓尸屮凵,VBXX,,,CJK-B,弓尸{屮同凵}凵
𢏸,弓亠糸,VOBv,,,CJK-B,
𢏹,弓宀一龰,VOFN,,,CJK-B,
𢏺,弓一冂弓,VFKV,,,CJK-B,
𢏻,冖乚コ,YXBT,,,CJK-B,冖乚{コ同又}{两撇同彡}
𢏼,弓卄一木,VSFF,,,CJK-B,
𢏽,卜コ乚,MBXT,,,CJK-B,卜{コ同又}乚{两撇同彡}
𢏾,弓止𧘇,VNWy,,,CJK-B,
𢏿,弓宀夕乙,VORV,,,CJK-B,
𢐀,弓弓一人,VVFT,,,CJK-B,
𢐁,弓糸弓,VBVo,,,CJK-B,
𢐂,弓日一龰,VJFN,,,CJK-B,
𢐃,弓户冊,VONc,,,CJK-B,
𢐄,弓豕,VBDs,,,CJK-B,弓{互中同母}豕
𢐅,弓彡弓彡,VTVT,,,CJK-B,
𢐆,弓口口弓,VLLV,,,CJK-B,
𢐇,弓十卄木,VDSF,,,CJK-B,
𢐈,弓弓日,VVDJ,,,CJK-B,弓弓{丆同石}日
𢐉,弓土匚日,VHGJ,,,CJK-B,
𢐊,弓亠丷方,VOUO,,,CJK-B,
𢐋,弓虎,VEMh,,,CJK-B,弓{𠂆同斤}虎
𢐌,弓木口弓,VFLV,,,CJK-B,
𢐍,弓山兀夂,VJHE,,,CJK-B,
𢐎,弓䒑彐八,VUXT,,,CJK-B,
𢐏,弓虍人,VEMT,,,CJK-B,弓{𠂆同斤}{虎头同虎}人
𢐐,弓丿糸弓,VQBV,,,CJK-B,
𢐑,弓弓囗人,VVNT,,,CJK-B,
𢐒,弓山月月,VJWW,,,CJK-B,
𢐓,弓長弓,VHVo,,,CJK-B,
𢐔,弓彳人龰,VRTN,,,CJK-B,
𢐕,弓覀示,VDHs,,,CJK-B,
𢐖,弓艹日卄,VSJS,,,CJK-B,
𢐗,弓魚,VTyo,,,CJK-B,
𢐘,弓弓長,VVHa,,,CJK-B,
𢐙,士殳弓,HBQV,,,CJK-B,士{眉上同尸}殳弓
𢐚,弓囗戈一,VNGF,,,CJK-B,
𢐛,弓宀一龰,VOFN,,,CJK-B,
𢐜,弓弓一人,VVFT,,,CJK-B,
𢐝,弓日巳,VDJX,,,CJK-B,弓{丆同石}日巳
𢐞,弓丷日日,VUJJ,,,CJK-B,
𢐟,弓夭口口,VELL,,,CJK-B,
𢐠,弓丿米田,VQPJ,,,CJK-B,
𢐡,弓一囗人,VFNT,,,CJK-B,
𢐢,弓二八羽,VSTX,,,CJK-B,
𢐣,弓冖口豕,VYLD,,,CJK-B,
𢐤,弓日日,VDJJ,,,CJK-B,弓{丆同石}日日
𢐥,弓爪缶弓,VEWV,,,CJK-B,
𢐦,尸口辛弓,BLOV,,,CJK-B,
𢐧,艹口弓,SWLV,,,CJK-B,艹{⼓同月}口弓
𢐨,弓屮弓,VWXV,,,CJK-B,弓{⼓同月}{屮同凵}弓
𢐩,弓耳丿虫,VAQK,,,CJK-B,
𢐪,弓冂龷辰,VKSS,,,CJK-B,
𢐫,弓米弓乙,VPVV,,,CJK-B,
𢐬,弓月言弓,VWUV,,,CJK-B,
𢐭,王王弓,RGGV,,,CJK-B,{向框同向}王王弓
𢐮,弓米田弓,VPJV,,,CJK-B,
𢐯,卝工丿弓,SFQV,,,CJK-B,
𢐰,弓雨而,VDSj,,,CJK-B,
𢐱,卝土丿弓,SHQV,,,CJK-B,
𢐲,弓丿米弓,VQPV,,,CJK-B,
𢐳,弓艹冂乂,VSKW,,,CJK-B,
𢐴,弓人人丨,VTTN,,,CJK-B,
𢐵,弓言厶虫,VUVK,,,CJK-B,
𢐶,弓龷丨乂,VSNW,,,CJK-B,
𢐷,弓丷日弓,VUJV,,,CJK-B,
𢐸,弓虍田皿,VMJM,,,CJK-B,弓{虎头同虎}田皿
𢐹,弓亠囗弓,VONV,,,CJK-B,
𢐺,弓千龷弓,VWSV,,,CJK-B,
𢐻,弓亠口干,VOLH,,,CJK-B,
𢐼,弓耂日弓,VHJV,,,CJK-B,
𢐽,卝干弓土,SHVH,,,CJK-B,
𢐾,弓土人弓,VHTV,,,CJK-B,
𢐿,弓亠口𧘇,VOLW,,,CJK-B,
𢑀,弓麻米,VPPm,,,CJK-B,
𢑁,弓艹彐爿,VSXX,,,CJK-B,
𢑂,爪缶丿弓,EWQV,,,CJK-B,
𢑃,弓爾土,VFHv,,,CJK-B,
𢑄,弓爪缶糸,VEWB,,,CJK-B,
𢑅,臼冂一弓,RKFV,,,CJK-B,
𢑆,弓艹口隹,VSLW,,,CJK-B,
𢑇,弓艹隹臼,VSWR,,,CJK-B,
𢑈,弓月言糸,VWUB,,,CJK-B,
𢑉,月言丿弓,WUQV,,,CJK-B,
𢑊,弓儿貝,VWQM,,,CJK-B,弓⺧儿貝
𢑋,匚儿匚弓,GQGV,,,CJK-B,
𢑌,弓䒑土弓,VUHV,,,CJK-B,
𢑍,弓母弓,VQBV,,,CJK-B,弓{丿一同竹}母弓
𢑎,弓母弓,VQBV,,,CJK-B,弓{丿一同竹}母弓
𢑏,彐,TXva,,,CJK-B,{卯左同卯}彐
𢑐,小彐,MXva,,,CJK-B,
𢑑,彐彐,XXv,,,CJK-B,
𢑒,彐女,XCv,,,CJK-B,
𢑓,一儿乂,BFQW,,,CJK-B,{互中同母}一儿乂
𢑔,彐丂口,XSLv,,,CJK-B,
𢑕,彐一力力,XFXX,,,CJK-B,
𢑖,彐甲,XKa,,,CJK-B,
𢑗,一丿水,BFQK,,,CJK-B,{互中同母}一丿水
𢑘,彐凵水,XXKh,,,CJK-B,
𢑙,彐冖水,XYKh,,,CJK-B,
𢑚,匚一丨彐,GFNX,,,CJK-B,
𢑛,一丶,BFTO,,,CJK-B,{互中同母}一{两撇同彡}丶
𢑜,彐田,XWJt,,,CJK-B,彐{⼓同月}田
𢑝,彐彐冖儿,XXYQ,,,CJK-B,
𢑞,一八巾,BFTM,,,CJK-B,{互中同母}一八巾
𢑟,彐冖亻戈,XYEG,,,CJK-B,
𢑠,彐彐也,XXQC,,,CJK-B,彐彐{丿一同竹}也
𢑡,厂豕,BSDs,,,CJK-B,{互中同母}厂豕
𢑢,日彐巾,JXTM,,,CJK-B,日彐{两撇同彡}巾
𢑣,一癶大,BFBG,,,CJK-B,{互中同母}一{登上同又}大
𢑤,彐冖木口,XYFL,,,CJK-B,
𢑥,冖日木,BYJF,,,CJK-B,{互中同母}冖日木
𢑦,一冖口,BFYL,,,CJK-B,{互中同母}一冖口
𢑧,彐彐木口,XXFL,,,CJK-B,
𢑨,彐水彐水,XKXK,,,CJK-B,
𢑩,一巾,BFTM,,,CJK-B,{互中同母}一{两撇同彡}巾
